X,Y,Z,head,inc,speed,flow,lag,seal_length,seal_width,run
-3,-2,9.5,0,0,0.5,1.466076572,1.29,1.41,0.3,85531
-3,-2,9.5,0,0,0.5,1.466076572,1.333,1.41,0.3,85532
-3,-2,9.5,0,0,0.5,1.466076572,1.376,1.41,0.3,85533
-3,-2,9.5,0,0,0.5,1.466076572,1.419,1.41,0.3,85534
-3,-2,9.5,0,0,0.5,1.466076572,1.462,1.41,0.3,85535
-3,-2,9.5,0,0,0.5,1.466076572,1.505,1.41,0.3,85536
-3,-2,9.5,0,0,0.5,1.466076572,1.548,1.41,0.3,85537
-3,-2,9.5,0,0,0.5,1.466076572,1.591,1.41,0.3,85538
-3,-2,9.5,0,0,0.5,1.466076572,1.634,1.41,0.3,85539
-3,-2,9.5,0,0,0.5,1.466076572,1.677,1.41,0.3,85540
-3,-2,9.5,0,0,0.5,1.466076572,1.72,1.41,0.3,85541
-3,-2,9.5,0,0,0.5,1.466076572,1.763,1.41,0.3,85542
-3,-2,9.5,0,0,0.5,1.466076572,1.806,1.41,0.3,85543
-3,-2,9.5,0,0,0.5,1.466076572,1.849,1.41,0.3,85544
-3,-2,9.5,0,0,0.5,1.466076572,1.892,1.41,0.3,85545
-3,-2,9.5,0,0,0.5,1.466076572,1.935,1.41,0.3,85546
-3,-2,9.5,0,0,0.5,1.466076572,1.978,1.41,0.3,85547
-3,-2,9.5,0,0,0.5,1.466076572,2.021,1.41,0.3,85548
-3,-2,9.5,0,0,0.5,1.466076572,2.064,1.41,0.3,85549
-3,-2,9.5,0,0,0.5,1.466076572,2.107,1.41,0.3,85550
-3,-2,9.5,0,0,0.5,1.466076572,2.15,1.41,0.3,85551
-3,-2,9.5,0,0,0.5,1.466076572,2.193,1.41,0.3,85552
-3,-2,9.5,0,0,0.5,1.466076572,2.236,1.41,0.3,85553
-3,-2,9.5,0,0,0.5,1.466076572,2.279,1.41,0.3,85554
-3,-2,9.5,0,0,0.5,1.466076572,2.322,1.41,0.3,85555
-3,-2,9.5,0,0,0.5,1.466076572,2.365,1.41,0.3,85556
-3,-2,9.5,0,0,0.5,1.466076572,2.408,1.41,0.3,85557
-3,-2,9.5,0,0,0.5,1.466076572,2.451,1.41,0.3,85558
-3,-2,9.5,0,0,0.5,1.466076572,2.494,1.41,0.3,85559
-3,-2,9.5,0,0,0.5,1.466076572,2.537,1.41,0.3,85560
-3,-2,9.5,0,0,0.5,1.466076572,2.58,1.41,0.3,85561
-3,-2,9.5,0,0,0.5,1.466076572,2.623,1.41,0.3,85562
-3,-2,9.5,0,0,0.5,1.466076572,2.666,1.41,0.3,85563
-3,-2,9.5,0,0,0.5,1.466076572,2.709,1.41,0.3,85564
-3,-2,9.5,0,0,0.5,1.466076572,2.752,1.41,0.3,85565
-3,-2,9.5,0,0,0.5,1.466076572,2.795,1.41,0.3,85566
-3,-2,9.5,0,0,0.5,1.466076572,2.838,1.41,0.3,85567
-3,-2,9.5,0,0,0.5,1.466076572,2.881,1.41,0.3,85568
-3,-2,9.5,0,0,0.5,1.466076572,2.924,1.41,0.3,85569
-3,-2,9.5,0,0,0.5,1.466076572,2.967,1.41,0.3,85570
-3,-2,9.5,0,0,0.5,1.466076572,3.01,1.41,0.3,85571
-3,-2,9.5,0,0,0.5,1.466076572,3.053,1.41,0.3,85572
-3,-2,9.5,0,0,0.5,1.466076572,3.096,1.41,0.3,85573
-3,-2,9.5,0,0,0.5,1.466076572,3.139,1.41,0.3,85574
-3,-2,9.5,0,0,0.5,1.466076572,3.182,1.41,0.3,85575
-3,-2,9.5,0,0,0.5,1.466076572,3.225,1.41,0.3,85576
-3,-2,9.5,0,0,0.5,1.466076572,3.268,1.41,0.3,85577
-3,-2,9.5,0,0,0.5,1.466076572,3.311,1.41,0.3,85578
-3,-2,9.5,0,0,0.5,1.466076572,3.354,1.41,0.3,85579
-3,-2,9.5,0,0,0.5,1.466076572,3.397,1.41,0.3,85580
-3,-2,9.5,0,0,0.5,1.466076572,3.44,1.41,0.3,85581
-3,-2,9.5,0,0,0.5,1.466076572,3.483,1.41,0.3,85582
-3,-2,9.5,0,0,0.5,1.466076572,3.526,1.41,0.3,85583
-3,-2,9.5,0,0,0.5,1.466076572,3.569,1.41,0.3,85584
-3,-2,9.5,0,0,0.5,1.466076572,3.612,1.41,0.3,85585
-3,-2,9.5,0,0,0.5,1.466076572,3.655,1.41,0.3,85586
-3,-2,9.5,0,0,0.5,1.466076572,3.698,1.41,0.3,85587
-3,-2,9.5,0,0,0.5,1.466076572,3.741,1.41,0.3,85588
-3,-2,9.5,0,0,0.5,1.466076572,3.784,1.41,0.3,85589
-3,-2,9.5,0,0,0.5,1.466076572,3.827,1.41,0.3,85590
-3,-2,9.5,0,0,0.5,1.466076572,3.87,1.41,0.3,85591
-3,-2,9.5,0,0,0.5,1.466076572,3.913,1.41,0.3,85592
-3,-2,9.5,0,0,0.5,1.466076572,3.956,1.41,0.3,85593
-3,-2,9.5,0,0,0.5,1.466076572,3.999,1.41,0.3,85594
-3,-2,9.5,0,0,0.5,1.466076572,4.042,1.41,0.3,85595
-3,-2,9.5,0,0,0.5,1.466076572,4.085,1.41,0.3,85596
-3,-2,9.5,0,0,0.5,1.466076572,4.128,1.41,0.3,85597
-3,-2,9.5,0,0,0.5,1.466076572,4.171,1.41,0.3,85598
-3,-2,9.5,0,0,0.5,1.466076572,4.214,1.41,0.3,85599
-3,-2,9.5,0,0,0.5,1.466076572,4.257,1.41,0.3,85600
-3,-2,10,0,0,0.5,1.466076572,0,1.41,0.3,85601
-3,-2,10,0,0,0.5,1.466076572,0.043,1.41,0.3,85602
-3,-2,10,0,0,0.5,1.466076572,0.086,1.41,0.3,85603
-3,-2,10,0,0,0.5,1.466076572,0.129,1.41,0.3,85604
-3,-2,10,0,0,0.5,1.466076572,0.172,1.41,0.3,85605
-3,-2,10,0,0,0.5,1.466076572,0.215,1.41,0.3,85606
-3,-2,10,0,0,0.5,1.466076572,0.258,1.41,0.3,85607
-3,-2,10,0,0,0.5,1.466076572,0.301,1.41,0.3,85608
-3,-2,10,0,0,0.5,1.466076572,0.344,1.41,0.3,85609
-3,-2,10,0,0,0.5,1.466076572,0.387,1.41,0.3,85610
-3,-2,10,0,0,0.5,1.466076572,0.43,1.41,0.3,85611
-3,-2,10,0,0,0.5,1.466076572,0.473,1.41,0.3,85612
-3,-2,10,0,0,0.5,1.466076572,0.516,1.41,0.3,85613
-3,-2,10,0,0,0.5,1.466076572,0.559,1.41,0.3,85614
-3,-2,10,0,0,0.5,1.466076572,0.602,1.41,0.3,85615
-3,-2,10,0,0,0.5,1.466076572,0.645,1.41,0.3,85616
