run,sv_x,sv_y,sv_z,nv_x,nv_y,nv_z,hp_x,hp_y,hp_z,sp_x,sp_y,sp_z,Collision_speed,Hit_Object
201.0,0.0,0.0,1.7987756729125977,4.889608860015869,0.0,7.238515853881836,-12.018911361694336,-0.018912196159362793,0.3251338601112366,-12.0,0.0,0.9491919279098511,7.314304357424035
201.0,0.0,0.0,1.7987756729125977,5.091797828674316,0.0,7.117405891418457,-12.034770011901855,-0.052035730332136154,0.5037282109260559,-12.0,0.0,0.9791715145111084,7.363031406363066
201.0,0.0,0.0,1.7987756729125977,5.201503753662109,0.0,7.047919750213623,-12.044753074645996,-0.044753529131412506,0.5366467237472534,-12.0,0.0,1.0091511011123657,7.389800785874219
201.0,0.0,0.0,1.7987756729125977,5.494922637939453,0.0,6.681940078735352,-11.864738464355469,0.013935075141489506,1.0091511011123657,-12.0,0.0,1.039130687713623,7.351154376872208
201.0,0.0,0.0,1.7987756729125977,5.5599470138549805,0.0,6.821131229400635,-12.084187507629395,-0.08418769389390945,0.8278782963752747,-12.0,0.0,1.0691102743148804,7.492467403652805
202.0,0.0,0.0,1.7987756729125977,5.055604457855225,0.0,7.135560512542725,-12.027284622192383,-0.0408342219889164,0.47783637046813965,-12.0,0.0,1.0091511011123657,7.351218204361421
202.0,0.0,0.0,1.7987756729125977,5.231256008148193,0.0,7.0266876220703125,-12.041837692260742,-0.06261451542377472,0.6164497137069702,-12.0,0.0,1.039130687713623,7.395749015506557
202.0,0.0,0.0,1.7987756729125977,5.496499061584473,0.0,6.683077335357666,-11.864744186401367,0.013943481259047985,1.039130687713623,-12.0,0.0,1.0691102743148804,7.353088155736023
202.0,0.0,0.0,1.7987756729125977,5.523889064788818,0.0,6.839877605438232,-12.074671745300293,-0.07467203587293625,0.8020539283752441,-12.0,0.0,1.0990898609161377,7.4783726716145775
202.0,0.0,0.0,1.7987756729125977,5.704415798187256,0.0,6.733055114746094,-12.109687805175781,-0.07410366833209991,0.9433214068412781,-12.0,0.0,1.129069447517395,7.542378541286468
