"","run","sv_x","sv_y","sv_z","nv_x","nv_y","nv_z","hp_x","hp_y","hp_z","sp_x","sp_y","sp_z","Collision_speed","X","Y","Z","head","inc","speed","rotation","lag","seal_length","seal_width"
"1119",8786,0,1.81876218318939,0,2.1992621421814,0,-4.58852481842041,-7.00367879867554,-0.016328938305378,-0.00367996073327959,-7,-0.666560113430023,0,5.4036292851819,-1,-7,0,0,0,1.82,0.72780229725,6.0431,1.41,0.3
"1120",8787,0,1.81876218318939,0,-5.15176773071289,0,-0.0434584878385067,-7.09020853042603,-0.0209127254784107,-0.119617342948914,-7,0.000319529324769974,0,5.46356065109066,-1,-7,0,0,0,1.82,0.72780229725,6.21576,1.41,0.3
"1121",8790,0,1.81876218318939,0,2.19952273368835,0,-4.58841276168823,-7.00369548797607,-0.0164370685815811,-0.00369628192856908,-7,-0.666560113430023,0,5.40364022741065,-1,-7,0,0,0,1.82,0.72780229725,6.73374,1.41,0.3
"1122",8797,0,1.81876218318939,0,2.51062774658203,0,-4.43513679504395,-7.0138955116272,0.211726069450378,-0.113441698253155,-7,-0.484683811664581,0,5.41124628977605,-1,-7,0,0,0,1.82,0.72780229725,7.94236,1.41,0.3
"1123",8804,0,1.81876218318939,0,0.996476769447327,0,-5.03499889373779,-6.96292781829834,1.09173130989075,1.19461750984192,-7,-0.151243984699249,1,5.4453719148172,-1,-7,1,0,0,1.82,0.72780229725,0.51798,1.41,0.3
"1124",8807,0,1.81876218318939,0,3.82343029975891,0,3.44101047515869,-7.01059436798096,-0.0319794118404388,0.989405393600464,-7,-0.636247396469116,1,5.45592046749761,-1,-7,1,0,0,1.82,0.72780229725,1.03596,1.41,0.3
"1125",8811,0,1.81876218318939,0,1.19370317459106,0,-5.01020050048828,-7.0324649810791,0.182675659656525,0.89462411403656,-7,-0.454371094703674,1,5.46213630757474,-1,-7,1,0,0,1.82,0.72780229725,1.7266,1.41,0.3
"1126",8814,0,1.81876218318939,0,-4.96868324279785,0,1.42705500125885,-7.06018924713135,-0.0645444989204407,0.885083854198456,-7,0.364072024822235,1,5.4801637397445,-1,-7,1,0,0,1.82,0.72780229725,2.24458,1.41,0.3
"1127",8815,0,1.81876218318939,0,1.19373202323914,0,-5.0102014541626,-7.03246450424194,0.182452261447906,0.894712150096893,-7,-0.454371094703674,1,5.46214348788447,-1,-7,1,0,0,1.82,0.72780229725,2.41724,1.41,0.3
"1128",8819,0,1.81876218318939,0,3.82493710517883,0,3.43922543525696,-7.01047468185425,-0.0311807580292225,0.989525437355042,-7,-0.636247396469116,1,5.45585116035311,-1,-7,1,0,0,1.82,0.72780229725,3.10788,1.41,0.3
"1129",8820,0,1.81876218318939,0,-4.97781896591187,0,1.37636125087738,-7.05575037002563,-0.0199740156531334,0.865407705307007,-7,0.0306322332471609,1,5.47548600743986,-1,-7,1,0,0,1.82,0.72780229725,3.28054,1.41,0.3
"1130",8826,0,1.81876218318939,0,3.80388975143433,0,3.46459341049194,-7.01276588439941,-0.0438850708305836,0.987233519554138,-7,0.606573760509491,1,5.4571861075818,-1,-7,1,0,0,1.82,0.72780229725,4.3165,1.41,0.3
"1131",8829,0,1.81876218318939,0,0.994885683059692,0,-5.03319883346558,-6.96082782745361,1.06498301029205,1.18997359275818,-7,-0.151243984699249,1,5.44341650619063,-1,-7,1,0,0,1.82,0.72780229725,4.83448,1.41,0.3
"1132",8839,0,1.81876218318939,0,-4.99005460739136,0,1.4491548538208,-7.09506464004517,0.132723927497864,0.901846885681152,-7,0.364072024822235,1,5.50532378115064,-1,-7,1,0,0,1.82,0.72780229725,6.56108,1.41,0.3
"1133",8845,0,1.81876218318939,0,-5.02019119262695,0,1.35813212394714,-7.11071920394897,-0.0767922699451447,0.823622286319733,-7,0.0306322332471609,1,5.50951348410366,-1,-7,1,0,0,1.82,0.72780229725,7.59704,1.41,0.3
"1134",8850,0,1.81876218318939,0,3.80958366394043,0,3.45789861679077,-7.01229619979858,-0.0470111705362797,0.987704455852509,-7,0.606573760509491,1,5.45691182163544,-1,-7,1,0,0,1.82,0.72780229725,8.46034,1.41,0.3
"1135",8856,0,1.81876218318939,0,-4.49045324325562,0,2.84409546852112,-7.05204629898071,0.00501413457095623,1.94795346260071,-7,0.394384741783142,2,5.61791293535979,-1,-7,2,0,0,1.82,0.72780229725,0.8633,1.41,0.3
"1136",8858,0,1.81876218318939,0,-0.454699575901031,0,-5.27526569366455,-7.00965356826782,-0.0210321433842182,1.99445593357086,-7,-0.666560113430023,2,5.59848871316783,-1,-7,2,0,0,1.82,0.72780229725,1.20862,1.41,0.3
"1137",8860,0,1.81876218318939,0,4.72463274002075,0,2.37791132926941,-7.0002179145813,0.0369934849441051,1.99978268146515,-7,-0.636247396469116,2,5.59325604948425,-1,-7,2,0,0,1.82,0.72780229725,1.55394,1.41,0.3
"1138",8862,0,1.81876218318939,0,-4.42747926712036,0,2.90169239044189,-7.0077166557312,0.014712180942297,1.99518930912018,-7,0.727824628353119,2,5.59734652954131,-1,-7,2,0,0,1.82,0.72780229725,1.89926,1.41,0.3
"1139",8863,0,1.81876218318939,0,-0.454664051532745,0,-5.27529859542847,-7.00967073440552,-0.0215301588177681,1.99454081058502,-7,-0.666560113430023,2,5.59851683066161,-1,-7,2,0,0,1.82,0.72780229725,2.07192,1.41,0.3
"1140",8872,0,1.81876218318939,0,-0.364242851734161,0,-5.26805925369263,-6.94854116439819,-1.10266160964966,2.13227772712708,-7,0.182195752859116,2,5.58507097499056,-1,-7,2,0,0,1.82,0.72780229725,3.62586,1.41,0.3
"1141",8878,0,1.81876218318939,0,-0.455428212881088,0,-5.27462148666382,-7.00931835174561,-0.0109214084222913,1.99272418022156,-7,-0.666560113430023,2,5.59794097277432,-1,-7,2,0,0,1.82,0.72780229725,4.66182,1.41,0.3
"1142",8881,0,1.81876218318939,0,-4.48793315887451,0,2.84786653518677,-7.05183029174805,0.0035814642906189,1.94816899299622,-7,0.394384741783142,2,5.61780955301668,-1,-7,2,0,0,1.82,0.72780229725,5.1798,1.41,0.3
"1143",8882,0,1.81876218318939,0,4.68330240249634,0,2.20789837837219,-6.79106616973877,-0.778342485427856,2.16099882125854,-7,-0.333120226860046,2,5.48780760978228,-1,-7,2,0,0,1.82,0.72780229725,5.35246,1.41,0.3
"1144",8883,0,1.81876218318939,0,-0.456299960613251,0,-5.27385282516479,-7.00891923904419,0.00116895139217377,1.99065387248993,-7,-0.666560113430023,2,5.59728771761495,-1,-7,2,0,0,1.82,0.72780229725,5.52512,1.41,0.3
"1145",8885,0,1.81876218318939,0,4.72979879379272,0,2.32533502578735,-6.95801162719727,-0.116327039897442,2.05238962173462,-7,-0.636247396469116,2,5.5754888166292,-1,-7,2,0,0,1.82,0.72780229725,5.87044,1.41,0.3
"1146",8886,0,1.81876218318939,0,-0.118053786456585,0,-5.32598638534546,-7.11245632171631,0.201890468597412,1.7831164598465,-7,-0.120931282639503,2,5.62920628723539,-1,-7,2,0,0,1.82,0.72780229725,6.0431,1.41,0.3
"1147",8887,0,1.81876218318939,0,-4.41673564910889,0,2.91542863845825,-7.00176429748535,0.0350238457322121,2.00887131690979,-7,0.727824628353119,2,5.59599619259408,-1,-7,2,0,0,1.82,0.72780229725,6.21576,1.41,0.3
"1148",8890,0,1.81876218318939,0,-0.484117656946182,0,-5.35077428817749,-7.03393745422363,-0.258049696683884,2.28237771987915,-7,-0.120931282639503,2,5.67212929956865,-1,-7,2,0,0,1.82,0.72780229725,6.73374,1.41,0.3
"1149",8894,0,1.81876218318939,0,4.72990608215332,0,2.3517758846283,-6.97452688217163,0.654744863510132,2.05387806892395,-7,-0.333120226860046,2,5.58665884202138,-1,-7,2,0,0,1.82,0.72780229725,7.42438,1.41,0.3
"1150",8897,0,1.81876218318939,0,-0.366462856531143,0,-5.2639012336731,-6.944748878479,-1.04759693145752,2.12589049339294,-7,0.182195752859116,2,5.58129440553734,-1,-7,2,0,0,1.82,0.72780229725,7.94236,1.41,0.3
"1151",8898,0,1.81876218318939,0,-0.457829624414444,0,-5.27251100540161,-7.00822353363037,0.0223661903291941,1.98702681064606,-7,-0.666560113430023,2,5.59614828046693,-1,-7,2,0,0,1.82,0.72780229725,8.11502,1.41,0.3
"1152",8903,0,1.81876218318939,0,-1.45059180259705,0,-5.33431386947632,-6.98945474624634,0.0697684958577156,3.00704574584961,-7,-0.545309245586395,3,5.81953752721949,-1,-7,3,0,0,1.82,0.72780229725,0.34532,1.41,0.3
"1153",8904,0,1.81876218318939,0,-1.73190605640411,0,-5.27287864685059,-6.84604978561401,-0.577460169792175,3.38938689231873,-7,0.394384741783142,3,5.84043182167877,-1,-7,3,0,0,1.82,0.72780229725,0.51798,1.41,0.3
"1154",8907,0,1.81876218318939,0,5.30760431289673,0,1.17431199550629,-6.86766576766968,0.00484744645655155,2.96943545341492,-7,-0.029993174597621,3,5.73215215981021,-1,-7,3,0,0,1.82,0.72780229725,1.03596,1.41,0.3
"1155",8909,0,1.81876218318939,0,-3.70545673370361,0,4.04782581329346,-6.97962808609009,-0.363903284072876,2.88768863677979,-7,-0.514996528625488,3,5.7812800432404,-1,-7,3,0,0,1.82,0.72780229725,1.38128,1.41,0.3
"1156",8911,0,1.81876218318939,0,-1.80123245716095,0,-5.29606056213379,-6.79532957077026,-0.823900520801544,3.6205039024353,-7,0.0306322332471609,3,5.88222680082833,-1,-7,3,0,0,1.82,0.72780229725,1.7266,1.41,0.3
"1157",8915,0,1.81876218318939,0,-1.80613851547241,0,-5.28740262985229,-6.7824182510376,-0.82950484752655,3.6253707408905,-7,0.0306322332471609,3,5.87593898979906,-1,-7,3,0,0,1.82,0.72780229725,2.41724,1.41,0.3
"1158",8916,0,1.81876218318939,0,5.39645099639893,0,1.29644548892975,-7.04399013519287,0.0188576057553291,2.95600986480713,-7,-0.363432943820953,3,5.8404066548118,-1,-7,3,0,0,1.82,0.72780229725,2.5899,1.41,0.3
"1159",8917,0,1.81876218318939,0,-3.70134258270264,0,4.12175321578979,-7.01747703552246,0.0435203611850739,2.9825222492218,-7,-0.514996528625488,3,5.83066740652147,-1,-7,3,0,0,1.82,0.72780229725,2.76256,1.41,0.3
"1160",8918,0,1.81876218318939,0,-1.45300710201263,0,-5.33357858657837,-6.98929262161255,0.068850003182888,3.00715446472168,-7,-0.545309245586395,3,5.8194660569758,-1,-7,3,0,0,1.82,0.72780229725,2.93522,1.41,0.3
"1161",8919,0,1.81876218318939,0,5.38994359970093,0,1.40034091472626,-7.14297199249268,0.168887317180634,2.78057265281677,-7,-0.029993174597621,3,5.85835670269374,-1,-7,3,0,0,1.82,0.72780229725,3.10788,1.41,0.3
"1162",8920,0,1.81876218318939,0,-3.71561980247498,0,4.10330820083618,-7.0066933631897,0.0370028428733349,2.99330592155457,-7,0.727824628353119,3,5.82673716448262,-1,-7,3,0,0,1.82,0.72780229725,3.28054,1.41,0.3
"1163",8923,0,1.81876218318939,0,-1.45551955699921,0,-5.33280754089355,-6.98912286758423,0.0678947865962982,3.00726747512817,-7,-0.545309245586395,3,5.81938743664545,-1,-7,3,0,0,1.82,0.72780229725,3.79852,1.41,0.3
"1164",8929,0,1.81876218318939,0,-1.73275017738342,0,-5.27237892150879,-6.84802961349487,-0.570180535316467,3.38472938537598,-7,0.394384741783142,3,5.84023103482348,-1,-7,3,0,0,1.82,0.72780229725,4.83448,1.41,0.3
"1165",8938,0,1.81876218318939,0,-1.46004855632782,0,-5.3314208984375,-6.98881864547729,0.0661746561527252,3.00747084617615,-7,-0.545309245586395,3,5.81925141563944,-1,-7,3,0,0,1.82,0.72780229725,6.38842,1.41,0.3
"1166",8941,0,1.81876218318939,0,5.39797258377075,0,1.28956127166748,-7.04367113113403,0.0209810119122267,2.95632839202881,-7,-0.363432943820953,3,5.84028864668133,-1,-7,3,0,0,1.82,0.72780229725,6.9064,1.41,0.3
"1167",8943,0,1.81876218318939,0,-1.45965349674225,0,-5.33154296875,-6.98884534835815,0.0663244351744652,3.00745296478271,-7,-0.545309245586395,3,5.81926407556003,-1,-7,3,0,0,1.82,0.72780229725,7.25172,1.41,0.3
"1168",8945,0,1.81876218318939,0,-3.71049046516418,0,4.1077938079834,-7.00639533996582,0.0350218787789345,2.9936044216156,-7,0.727824628353119,3,5.82662897621916,-1,-7,3,0,0,1.82,0.72780229725,7.59704,1.41,0.3
"1169",8955,0,1.81876218318939,0,-2.79933333396912,0,5.1432933807373,-6.9975962638855,0.117857918143272,3.99952173233032,-7,-0.545309245586395,4,6.13169057509432,-1,-7,4,0,0,1.82,0.72780229725,0.69064,1.41,0.3
"1170",8958,0,1.81876218318939,0,-2.8793318271637,0,-5.13451480865479,-7,0.0531646870076656,4.08071136474609,-7,-0.242182090878487,4,6.16130596068143,-1,-7,4,0,0,1.82,0.72780229725,1.20862,1.41,0.3
"1171",8960,0,1.81876218318939,0,5.88104343414307,0,0.137098774313927,-7.15868663787842,0.183065265417099,3.78336811065674,-7,-0.0603058785200119,4,6.15738302435897,-1,-7,4,0,0,1.82,0.72780229725,1.55394,1.41,0.3
"1172",8963,0,1.81876218318939,0,-2.87923526763916,0,-5.13456535339355,-7,0.0531985349953175,4.08070421218872,-7,-0.242182090878487,4,6.16130294238404,-1,-7,4,0,0,1.82,0.72780229725,2.07192,1.41,0.3
"1173",8971,0,1.81876218318939,0,-2.7052481174469,0,5.29177236557007,-6.94470071792603,-1.05721688270569,4.32293891906738,-7,-0.575621962547302,4,6.21523279378608,-1,-7,4,0,0,1.82,0.72780229725,3.4532,1.41,0.3
"1174",8974,0,1.81876218318939,0,-3.2319188117981,0,-4.88579559326172,-7.00214052200317,-0.00610039662569761,3.99785971641541,-7,-0.666560113430023,4,6.13385632615787,-1,-7,4,0,0,1.82,0.72780229725,3.97118,1.41,0.3
"1175",8978,0,1.81876218318939,0,-2.88130569458008,0,-5.13346862792969,-7,0.0524706095457077,4.08085870742798,-7,-0.242182090878487,4,6.16135696194459,-1,-7,4,0,0,1.82,0.72780229725,4.66182,1.41,0.3
"1176",8982,0,1.81876218318939,0,5.83008718490601,0,-0.138001412153244,-6.74236536026001,-0.581869781017303,4.3555793762207,-7,0.15188305079937,4,6.10875257674545,-1,-7,4,0,0,1.82,0.72780229725,5.35246,1.41,0.3
"1177",8983,0,1.81876218318939,0,-2.8836658000946,0,-5.13221740722656,-7.00000047683716,0.0516404695808887,4.08103561401367,-7,-0.242182090878487,4,6.16141864272614,-1,-7,4,0,0,1.82,0.72780229725,5.52512,1.41,0.3
"1178",8984,0,1.81876218318939,0,-2.82075428962708,0,5.25024652481079,-7.03451013565063,-0.648008823394775,4.22045421600342,-7,-0.272494792938232,4,6.2313432516239,-1,-7,4,0,0,1.82,0.72780229725,5.69778,1.41,0.3
"1179",8985,0,1.81876218318939,0,5.88120174407959,0,0.136298701167107,-7.16129159927368,0.188396960496902,3.77884268760681,-7,-0.0603058785200119,4,6.15751642653588,-1,-7,4,0,0,1.82,0.72780229725,5.87044,1.41,0.3
"1180",8986,0,1.81876218318939,0,-3.04376435279846,0,-5.03552055358887,-6.77186727523804,-0.676687598228455,4.44205713272095,-7,0.333759307861328,4,6.15864138944696,-1,-7,4,0,0,1.82,0.72780229725,6.0431,1.41,0.3
"1181",8990,0,1.81876218318939,0,-3.04373383522034,0,-5.03555822372437,-6.77168273925781,-0.677143335342407,4.44237852096558,-7,0.333759307861328,4,6.15865710684524,-1,-7,4,0,0,1.82,0.72780229725,6.73374,1.41,0.3
"1182",8992,0,1.81876218318939,0,-2.81656646728516,0,5.25206518173218,-7.0324501991272,-0.648012638092041,4.22287559509277,-7,-0.272494792938232,4,6.23098155814172,-1,-7,4,0,0,1.82,0.72780229725,7.07906,1.41,0.3
"1183",8994,0,1.81876218318939,0,5.8391375541687,0,0.110219798982143,-6.93484926223755,-0.150384187698364,4.06515026092529,-7,0.15188305079937,4,6.11682695130724,-1,-7,4,0,0,1.82,0.72780229725,7.42438,1.41,0.3
"1184",8998,0,1.81876218318939,0,-3.1390016078949,0,-5.07721710205078,-6.92209053039551,-0.504991114139557,4.42595672607422,-7,-0.242182090878487,4,6.24014109271657,-1,-7,4,0,0,1.82,0.72780229725,8.11502,1.41,0.3
"1185",8999,0,1.81876218318939,0,-3.23762774467468,0,-4.88195848464966,-7.00196218490601,-0.00491664651781321,3.99803733825684,-7,-0.666560113430023,4,6.13381185954036,-1,-7,4,0,0,1.82,0.72780229725,8.28768,1.41,0.3
"1186",9002,0,1.81876218318939,0,-4.08687114715576,0,-4.73219013214111,-7,0.0366777293384075,5.0068244934082,-7,-0.605934679508209,5,6.51183812810606,-1,-7,5,0,0,1.82,0.72780229725,0.17266,1.41,0.3
"1187",9003,0,1.81876218318939,0,-4.32413721084595,0,-4.60780668258667,-6.80936717987061,-0.549688160419464,5.41116237640381,-7,0.000319529324769974,5,6.57555625578653,-1,-7,5,0,0,1.82,0.72780229725,0.34532,1.41,0.3
"1188",9007,0,1.81876218318939,0,6.16264486312866,0,-1.08103466033936,-6.98397016525269,-0.144046768546104,5.03870105743408,-7,0.394384741783142,5,6.5157289107931,-1,-7,5,0,0,1.82,0.72780229725,1.03596,1.41,0.3
"1189",9009,0,1.81876218318939,0,-2.03596162796021,0,5.92772197723389,-7.10054779052734,-0.023631826043129,4.89945125579834,-7,-0.029993174597621,5,6.52617205108754,-1,-7,5,0,0,1.82,0.72780229725,1.38128,1.41,0.3
"1190",9011,0,1.81876218318939,0,-4.21988296508789,0,-4.61139345169067,-7.00580358505249,0.0310884043574333,4.99419546127319,-7,0.727824628353119,5,6.51001219650157,-1,-7,5,0,0,1.82,0.72780229725,1.7266,1.41,0.3
"1191",9015,0,1.81876218318939,0,-4.21979713439941,0,-4.61147356033325,-7.00580835342407,0.0311205517500639,4.99419069290161,-7,0.727824628353119,5,6.51001322195583,-1,-7,5,0,0,1.82,0.72780229725,2.41724,1.41,0.3
"1192",9016,0,1.81876218318939,0,6.09132385253906,0,-1.38902270793915,-6.60535478591919,-0.838467061519623,5.50628232955933,-7,0.0306322332471609,5,6.5070350521469,-1,-7,5,0,0,1.82,0.72780229725,2.5899,1.41,0.3
"1193",9017,0,1.81876218318939,0,-2.03617811203003,0,5.92764902114868,-7.10055732727051,-0.0236942376941442,4.89944171905518,-7,-0.029993174597621,5,6.5261735489274,-1,-7,5,0,0,1.82,0.72780229725,2.76256,1.41,0.3
"1194",9018,0,1.81876218318939,0,-4.1212682723999,0,-4.72670841217041,-6.95177841186523,-0.142754256725311,5.11641693115234,-7,0.000319529324769974,5,6.52951145304493,-1,-7,5,0,0,1.82,0.72780229725,2.93522,1.41,0.3
"1195",9019,0,1.81876218318939,0,6.16217994689941,0,-1.0838383436203,-6.98390531539917,-0.143260061740875,5.0388560295105,-7,0.394384741783142,5,6.51575499114489,-1,-7,5,0,0,1.82,0.72780229725,3.10788,1.41,0.3
"1196",9023,0,1.81876218318939,0,-4.1235203742981,0,-4.7247838973999,-6.95171165466309,-0.141931027173996,5.11657905578613,-7,0.000319529324769974,5,6.52954051812399,-1,-7,5,0,0,1.82,0.72780229725,3.79852,1.41,0.3
"1197",9027,0,1.81876218318939,0,-4.09119033813477,0,-4.72867918014526,-7.00000047683716,0.0347900576889515,5.00722646713257,-7,-0.605934679508209,5,6.51199980954749,-1,-7,5,0,0,1.82,0.72780229725,4.48916,1.41,0.3
"1198",9030,0,1.81876218318939,0,-1.78855776786804,0,5.95634269714355,-6.87676906585693,0.288839399814606,5.0974702835083,-7,-0.333120226860046,5,6.47957208924807,-1,-7,5,0,0,1.82,0.72780229725,5.00714,1.41,0.3
"1199",9038,0,1.81876218318939,0,-4.12757873535156,0,-4.72131204605103,-6.95159006118774,-0.140446543693542,5.11687040328979,-7,0.000319529324769974,5,6.52959324389194,-1,-7,5,0,0,1.82,0.72780229725,6.38842,1.41,0.3
"1200",9041,0,1.81876218318939,0,6.08892822265625,0,-1.38951230049133,-6.60879325866699,-0.825523376464844,5.4973611831665,-7,0.0306322332471609,5,6.50489714351324,-1,-7,5,0,0,1.82,0.72780229725,6.9064,1.41,0.3
"1201",9043,0,1.81876218318939,0,-4.12722492218018,0,-4.72161626815796,-6.95160102844238,-0.140576332807541,5.11684465408325,-7,0.000319529324769974,5,6.52958973859094,-1,-7,5,0,0,1.82,0.72780229725,7.25172,1.41,0.3
"1202",9046,0,1.81876218318939,0,-1.85310769081116,0,5.92094421386719,-6.9226450920105,-0.0219986718147993,5,-7,-0.333120226860046,5,6.46525197195259,-1,-7,5,0,0,1.82,0.72780229725,7.7697,1.41,0.3
"1203",9055,0,1.81876218318939,0,-0.850300073623657,0,6.65151500701904,-6.96314144134521,0.998188018798828,6.0582914352417,-7,-0.120931282639503,6,6.94791760413656,-1,-7,6,0,0,1.82,0.72780229725,0.69064,1.41,0.3
"1204",9058,0,1.81876218318939,0,-5.41963005065918,0,-4.15403127670288,-6.41497564315796,-1.01130223274231,6.86923170089722,-7,0.0306322332471609,6,7.06655944354506,-1,-7,6,0,0,1.82,0.72780229725,1.20862,1.41,0.3
"1205",9060,0,1.81876218318939,0,6.37272644042969,0,-2.11004161834717,-6.9752721786499,-0.219102218747139,6.05969905853271,-7,0.212508454918861,6,6.95498472910013,-1,-7,6,0,0,1.82,0.72780229725,1.55394,1.41,0.3
"1206",9063,0,1.81876218318939,0,-5.41954135894775,0,-4.1540846824646,-6.41491746902466,-1.0122652053833,6.8692193031311,-7,0.0306322332471609,6,7.06652287038515,-1,-7,6,0,0,1.82,0.72780229725,2.07192,1.41,0.3
"1207",9071,0,1.81876218318939,0,-0.985835254192352,0,6.63289880752563,-7.08786821365356,-0.0302870869636536,5.91213274002075,-7,-0.120931282639503,6,6.94802944047979,-1,-7,6,0,0,1.82,0.72780229725,3.4532,1.41,0.3
"1208",9074,0,1.81876218318939,0,-5.04605770111084,0,-4.3997859954834,-6.9855432510376,0.108287058770657,6.00965929031372,-7,-0.484683811664581,6,6.93748585811239,-1,-7,6,0,0,1.82,0.72780229725,3.97118,1.41,0.3
"1209",9076,0,1.81876218318939,0,-5.26788330078125,0,-4.16530752182007,-7.1080756187439,-0.190968573093414,5.9092059135437,-7,-0.636247396469116,6,6.95760574838897,-1,-7,6,0,0,1.82,0.72780229725,4.3165,1.41,0.3
"1210",9078,0,1.81876218318939,0,-5.41948652267456,0,-4.15337419509888,-6.41655397415161,-1.00823676586151,6.8667893409729,-7,0.0306322332471609,6,7.0660630580886,-1,-7,6,0,0,1.82,0.72780229725,4.66182,1.41,0.3
"1211",9082,0,1.81876218318939,0,6.18793201446533,0,-2.56538152694702,-7.0050687789917,0.0262047871947289,5.99493074417114,-7,0.727824628353119,6,6.94115140551218,-1,-7,6,0,0,1.82,0.72780229725,5.35246,1.41,0.3
"1212",9083,0,1.81876218318939,0,-5.41927862167358,0,-4.15260028839111,-6.41845083236694,-1.00490403175354,6.86381864547729,-7,0.0306322332471609,6,7.06544866869103,-1,-7,6,0,0,1.82,0.72780229725,5.52512,1.41,0.3
"1213",9084,0,1.81876218318939,0,-0.823186278343201,0,6.64238023757935,-6.90488243103027,-1.12733006477356,6.09875774383545,-7,0.182195752859116,6,6.93590278109777,-1,-7,6,0,0,1.82,0.72780229725,5.69778,1.41,0.3
"1214",9085,0,1.81876218318939,0,6.3710765838623,0,-2.11525511741638,-6.97514820098877,-0.21758146584034,6.05999755859375,-7,0.212508454918861,6,6.95505702576065,-1,-7,6,0,0,1.82,0.72780229725,5.87044,1.41,0.3
"1215",9092,0,1.81876218318939,0,-1.00539708137512,0,6.62953519821167,-7.08330249786377,0.000583451241254807,5.91669607162476,-7,0.182195752859116,6,6.94762233776042,-1,-7,6,0,0,1.82,0.72780229725,7.07906,1.41,0.3
"1216",9094,0,1.81876218318939,0,6.18601179122925,0,-2.57008695602417,-7.00545167922974,0.0287515539675951,5.99454736709595,-7,0.727824628353119,6,6.94118042998757,-1,-7,6,0,0,1.82,0.72780229725,7.42438,1.41,0.3
"1217",9098,0,1.81876218318939,0,-5.41894149780273,0,-4.15124559402466,-6.42178249359131,-0.998854756355286,6.85864210128784,-7,0.0306322332471609,6,7.06439401329227,-1,-7,6,0,0,1.82,0.72780229725,8.11502,1.41,0.3
"1218",9099,0,1.81876218318939,0,-5.49997043609619,0,-4.01770782470703,-6.56190156936646,-0.944680273532867,6.69561338424683,-7,-0.484683811664581,6,7.04979056798026,-1,-7,6,0,0,1.82,0.72780229725,8.28768,1.41,0.3
"1219",9100,0,1.81876218318939,0,-5.4365553855896,0,-3.99220299720764,-6.93303251266479,-0.617361426353455,6.17429351806641,-7,-0.636247396469116,6,6.98582250628003,-1,-7,6,0,0,1.82,0.72780229725,8.46034,1.41,0.3
"1220",9101,0,1.81876218318939,0,-6.17214822769165,0,-3.69226026535034,-6.9990119934082,0.122817121446133,7.00098609924316,-7,-0.545309245586395,7,7.41863160589242,-1,-7,7,0,0,1.82,0.72780229725,0,1.41,0.3
"1221",9102,0,1.81876218318939,0,-6.1289324760437,0,-3.76373481750488,-6.96473789215088,0.167815893888474,7.0352611541748,-7,-0.272494792938232,7,7.41872011289546,-1,-7,7,0,0,1.82,0.72780229725,0.17266,1.41,0.3
"1222",9103,0,1.81876218318939,0,-6.00544881820679,0,-3.9709005355835,-6.97169494628906,-0.22271853685379,7.04236268997192,-7,0.273133873939514,7,7.42572295975219,-1,-7,7,0,0,1.82,0.72780229725,0.34532,1.41,0.3
"1223",9109,0,1.81876218318939,0,0.0938975661993027,0,7.08546161651611,-6.97775840759277,0.757995784282684,6.81465148925781,-7,0.394384741783142,7,7.31576916807402,-1,-7,7,0,0,1.82,0.72780229725,1.38128,1.41,0.3
"1224",9112,0,1.81876218318939,0,6.11549186706543,0,-3.78537893295288,-7.01042652130127,-0.0308603271842003,6.98957443237305,-7,-0.636247396469116,7,7.41864086157616,-1,-7,7,0,0,1.82,0.72780229725,1.89926,1.41,0.3
"1225",9116,0,1.81876218318939,0,6.297682762146,0,-3.47387266159058,-6.98064517974854,-0.121345654129982,7.01935386657715,-7,0.485322892665863,7,7.41865860160439,-1,-7,7,0,0,1.82,0.72780229725,2.5899,1.41,0.3
"1226",9117,0,1.81876218318939,0,0.0934028401970863,0,7.0854926109314,-6.97802114486694,0.757995367050171,6.8144326210022,-7,0.394384741783142,7,7.31579281751393,-1,-7,7,0,0,1.82,0.72780229725,2.76256,1.41,0.3
"1227",9118,0,1.81876218318939,0,-6.00726938247681,0,-3.96819138526917,-6.97159051895142,-0.221839651465416,7.0425181388855,-7,0.273133873939514,7,7.42574729690937,-1,-7,7,0,0,1.82,0.72780229725,2.93522,1.41,0.3
"1228",9123,0,1.81876218318939,0,-6.0091667175293,0,-3.96537208557129,-6.9714822769165,-0.2209243029356,7.04267978668213,-7,0.273133873939514,7,7.42577645002167,-1,-7,7,0,0,1.82,0.72780229725,3.79852,1.41,0.3
"1229",9125,0,1.81876218318939,0,-6.17549705505371,0,-3.68665909767151,-6.99874877929688,0.121068045496941,7.00124979019165,-7,-0.545309245586395,7,7.41863301995596,-1,-7,7,0,0,1.82,0.72780229725,4.14384,1.41,0.3
"1230",9127,0,1.81876218318939,0,-6.13227653503418,0,-3.75828909873962,-6.96448135375977,0.166108638048172,7.03551816940308,-7,-0.272494792938232,7,7.4187228767137,-1,-7,7,0,0,1.82,0.72780229725,4.48916,1.41,0.3
"1231",9130,0,1.81876218318939,0,0.205218359827995,0,7.17481899261475,-6.91293382644653,-1.26622200012207,7.05812501907349,-7,0.0609449371695518,7,7.40459572272728,-1,-7,7,0,0,1.82,0.72780229725,5.00714,1.41,0.3
"1232",9137,0,1.81876218318939,0,6.11070394515991,0,-3.79310202598572,-7.01033639907837,-0.030257873237133,6.98966503143311,-7,-0.636247396469116,7,7.41864009026962,-1,-7,7,0,0,1.82,0.72780229725,6.21576,1.41,0.3
