X,Y,Z,head,inc,speed,flow,lag,seal_length,seal_width,run
-3,7,8,0,0,0.5,0.837758041,1.849,1.41,0.3,169844
-3,7,8,0,0,0.5,0.837758041,1.892,1.41,0.3,169845
-3,7,8,0,0,0.5,0.837758041,1.935,1.41,0.3,169846
-3,7,8,0,0,0.5,0.837758041,1.978,1.41,0.3,169847
-3,7,8,0,0,0.5,0.837758041,2.021,1.41,0.3,169848
-3,7,8,0,0,0.5,0.837758041,2.064,1.41,0.3,169849
-3,7,8,0,0,0.5,0.837758041,2.107,1.41,0.3,169850
-3,7,8,0,0,0.5,0.837758041,2.15,1.41,0.3,169851
-3,7,8,0,0,0.5,0.837758041,2.193,1.41,0.3,169852
-3,7,8,0,0,0.5,0.837758041,2.236,1.41,0.3,169853
-3,7,8,0,0,0.5,0.837758041,2.279,1.41,0.3,169854
-3,7,8,0,0,0.5,0.837758041,2.322,1.41,0.3,169855
-3,7,8,0,0,0.5,0.837758041,2.365,1.41,0.3,169856
-3,7,8,0,0,0.5,0.837758041,2.408,1.41,0.3,169857
-3,7,8,0,0,0.5,0.837758041,2.451,1.41,0.3,169858
-3,7,8,0,0,0.5,0.837758041,2.494,1.41,0.3,169859
-3,7,8,0,0,0.5,0.837758041,2.537,1.41,0.3,169860
-3,7,8,0,0,0.5,0.837758041,2.58,1.41,0.3,169861
-3,7,8,0,0,0.5,0.837758041,2.623,1.41,0.3,169862
-3,7,8,0,0,0.5,0.837758041,2.666,1.41,0.3,169863
-3,7,8,0,0,0.5,0.837758041,2.709,1.41,0.3,169864
-3,7,8,0,0,0.5,0.837758041,2.752,1.41,0.3,169865
-3,7,8,0,0,0.5,0.837758041,2.795,1.41,0.3,169866
-3,7,8,0,0,0.5,0.837758041,2.838,1.41,0.3,169867
-3,7,8,0,0,0.5,0.837758041,2.881,1.41,0.3,169868
-3,7,8,0,0,0.5,0.837758041,2.924,1.41,0.3,169869
-3,7,8,0,0,0.5,0.837758041,2.967,1.41,0.3,169870
-3,7,8,0,0,0.5,0.837758041,3.01,1.41,0.3,169871
-3,7,8,0,0,0.5,0.837758041,3.053,1.41,0.3,169872
-3,7,8,0,0,0.5,0.837758041,3.096,1.41,0.3,169873
-3,7,8,0,0,0.5,0.837758041,3.139,1.41,0.3,169874
-3,7,8,0,0,0.5,0.837758041,3.182,1.41,0.3,169875
-3,7,8,0,0,0.5,0.837758041,3.225,1.41,0.3,169876
-3,7,8,0,0,0.5,0.837758041,3.268,1.41,0.3,169877
-3,7,8,0,0,0.5,0.837758041,3.311,1.41,0.3,169878
-3,7,8,0,0,0.5,0.837758041,3.354,1.41,0.3,169879
-3,7,8,0,0,0.5,0.837758041,3.397,1.41,0.3,169880
-3,7,8,0,0,0.5,0.837758041,3.44,1.41,0.3,169881
-3,7,8,0,0,0.5,0.837758041,3.483,1.41,0.3,169882
-3,7,8,0,0,0.5,0.837758041,3.526,1.41,0.3,169883
-3,7,8,0,0,0.5,0.837758041,3.569,1.41,0.3,169884
-3,7,8,0,0,0.5,0.837758041,3.612,1.41,0.3,169885
-3,7,8,0,0,0.5,0.837758041,3.655,1.41,0.3,169886
-3,7,8,0,0,0.5,0.837758041,3.698,1.41,0.3,169887
-3,7,8,0,0,0.5,0.837758041,3.741,1.41,0.3,169888
-3,7,8,0,0,0.5,0.837758041,3.784,1.41,0.3,169889
-3,7,8,0,0,0.5,0.837758041,3.827,1.41,0.3,169890
-3,7,8,0,0,0.5,0.837758041,3.87,1.41,0.3,169891
-3,7,8,0,0,0.5,0.837758041,3.913,1.41,0.3,169892
-3,7,8,0,0,0.5,0.837758041,3.956,1.41,0.3,169893
-3,7,8,0,0,0.5,0.837758041,3.999,1.41,0.3,169894
-3,7,8,0,0,0.5,0.837758041,4.042,1.41,0.3,169895
-3,7,8,0,0,0.5,0.837758041,4.085,1.41,0.3,169896
-3,7,8,0,0,0.5,0.837758041,4.128,1.41,0.3,169897
-3,7,8,0,0,0.5,0.837758041,4.171,1.41,0.3,169898
-3,7,8,0,0,0.5,0.837758041,4.214,1.41,0.3,169899
-3,7,8,0,0,0.5,0.837758041,4.257,1.41,0.3,169900
-3,7,8.5,0,0,0.5,0.837758041,0,1.41,0.3,169901
-3,7,8.5,0,0,0.5,0.837758041,0.043,1.41,0.3,169902
-3,7,8.5,0,0,0.5,0.837758041,0.086,1.41,0.3,169903
-3,7,8.5,0,0,0.5,0.837758041,0.129,1.41,0.3,169904
-3,7,8.5,0,0,0.5,0.837758041,0.172,1.41,0.3,169905
-3,7,8.5,0,0,0.5,0.837758041,0.215,1.41,0.3,169906
-3,7,8.5,0,0,0.5,0.837758041,0.258,1.41,0.3,169907
-3,7,8.5,0,0,0.5,0.837758041,0.301,1.41,0.3,169908
-3,7,8.5,0,0,0.5,0.837758041,0.344,1.41,0.3,169909
-3,7,8.5,0,0,0.5,0.837758041,0.387,1.41,0.3,169910
-3,7,8.5,0,0,0.5,0.837758041,0.43,1.41,0.3,169911
-3,7,8.5,0,0,0.5,0.837758041,0.473,1.41,0.3,169912
-3,7,8.5,0,0,0.5,0.837758041,0.516,1.41,0.3,169913
-3,7,8.5,0,0,0.5,0.837758041,0.559,1.41,0.3,169914
-3,7,8.5,0,0,0.5,0.837758041,0.602,1.41,0.3,169915
-3,7,8.5,0,0,0.5,0.837758041,0.645,1.41,0.3,169916
-3,7,8.5,0,0,0.5,0.837758041,0.688,1.41,0.3,169917
-3,7,8.5,0,0,0.5,0.837758041,0.731,1.41,0.3,169918
-3,7,8.5,0,0,0.5,0.837758041,0.774,1.41,0.3,169919
-3,7,8.5,0,0,0.5,0.837758041,0.817,1.41,0.3,169920
-3,7,8.5,0,0,0.5,0.837758041,0.86,1.41,0.3,169921
-3,7,8.5,0,0,0.5,0.837758041,0.903,1.41,0.3,169922
-3,7,8.5,0,0,0.5,0.837758041,0.946,1.41,0.3,169923
-3,7,8.5,0,0,0.5,0.837758041,0.989,1.41,0.3,169924
-3,7,8.5,0,0,0.5,0.837758041,1.032,1.41,0.3,169925
-3,7,8.5,0,0,0.5,0.837758041,1.075,1.41,0.3,169926
