run,sv_x,sv_y,sv_z,nv_x,nv_y,nv_z,hp_x,hp_y,hp_z,sp_x,sp_y,sp_z,Collision_speed
20805.0,1.7987756729125977,0.0,0.0,0.0,-2.9495391845703125,-12.733270645141602,0.02812129631638527,-8.866767883300781,14.975019454956055,-0.2418740838766098,-9.0,15.0,13.193618159717388
20806.0,1.7987756729125977,0.0,0.0,0.0,-3.3284811973571777,-12.609539985656738,-0.04065870866179466,-8.853784561157227,15.037046432495117,0.11788107454776764,-9.0,15.0,13.164911105822538
20806.0,1.7987756729125977,0.0,0.0,0.0,-2.8959333896636963,-12.745137214660645,0.009469944052398205,-8.862837791442871,14.943885803222656,0.14786067605018616,-9.0,15.0,13.193200754924646
20810.0,1.7987756729125977,0.0,0.0,0.0,-9.342364311218262,9.104966163635254,-0.02867957577109337,-8.855917930603027,15.03223991394043,-0.12195568531751633,-9.0,15.0,13.168742150085746
20810.0,1.7987756729125977,0.0,0.0,0.0,-9.605592727661133,8.840937614440918,0.10225531458854675,-8.858306884765625,14.994572639465332,-0.0919760912656784,-9.0,15.0,13.178208616957999
20813.0,1.7987756729125977,0.0,0.0,0.0,12.501208305358887,3.8181045055389404,-0.0002013226185226813,-8.864079475402832,14.946986198425293,-0.12195568531751633,-9.0,15.0,13.194458242152624
20821.0,1.7987756729125977,0.0,0.0,0.0,-3.153959035873413,-12.677367210388184,-0.05348753556609154,-8.8597993850708,14.954229354858398,-0.21189448237419128,-9.0,15.0,13.187065198699967
20821.0,1.7987756729125977,0.0,0.0,0.0,-2.875314474105835,-12.740626335144043,0.04771333932876587,-8.860522270202637,14.97676944732666,-0.18191488087177277,-9.0,15.0,13.184331223947963
20824.0,1.7987756729125977,0.0,0.0,0.0,12.588518142700195,3.5098695755004883,-0.00845822412520647,-8.875069618225098,15.061192512512207,-0.2418740838766098,-9.0,15.0,13.191875265299206
20828.0,1.7987756729125977,0.0,0.0,0.0,12.54444694519043,3.688513994216919,-0.057328686118125916,-8.865484237670898,14.934465408325195,-0.061996497213840485,-9.0,15.0,13.19863151515175
20828.0,1.7987756729125977,0.0,0.0,0.0,12.465126037597656,3.8696911334991455,0.16118678450584412,-8.859074592590332,15.01930046081543,-0.032016903162002563,-9.0,15.0,13.175335566393123
20840.0,1.7987756729125977,0.0,0.0,0.0,12.489811897277832,3.77557373046875,0.020395569503307343,-8.851871490478516,14.979567527770996,0.2078198790550232,-9.0,15.0,13.171406847325908
20844.0,1.7987756729125977,0.0,0.0,0.0,-9.550169944763184,8.89982795715332,0.016703583300113678,-8.855842590332031,14.976880073547363,0.2078198790550232,-9.0,15.0,13.177567425104655
20847.0,1.7987756729125977,0.0,0.0,0.0,12.528901100158691,3.65697979927063,0.10692261904478073,-8.85888957977295,15.019301414489746,0.3577178418636322,-9.0,15.0,13.175069374104503
20847.0,1.7987756729125977,0.0,0.0,0.0,12.422806739807129,4.046108245849609,0.1600811630487442,-8.861469268798828,14.960824012756348,0.3876974284648895,-9.0,15.0,13.188355196663085
20849.0,1.7987756729125977,0.0,0.0,0.0,12.521753311157227,3.7547101974487305,-0.007355903275310993,-8.86385726928711,14.93758773803711,-0.002037307247519493,-9.0,15.0,13.195747589653433
20849.0,1.7987756729125977,0.0,0.0,0.0,12.42518138885498,4.039608478546143,0.10769500583410263,-8.86041259765625,14.950407028198242,0.027942288666963577,-9.0,15.0,13.188599753060458
20851.0,1.7987756729125977,0.0,0.0,0.0,12.553133964538574,3.664487361907959,-0.05516906827688217,-8.866385459899902,14.932897567749023,-0.061996497213840485,-9.0,15.0,13.200198428150873
20851.0,1.7987756729125977,0.0,0.0,0.0,12.447391510009766,3.9076592922210693,0.07996450364589691,-8.849960327148438,14.972818374633789,-0.032016903162002563,-9.0,15.0,13.169774341619629
20853.0,1.7987756729125977,0.0,0.0,0.0,12.514606475830078,3.7690212726593018,-0.006117961369454861,-8.863619804382324,14.951388359069824,0.2078198790550232,-9.0,15.0,13.193046930935008
20853.0,1.7987756729125977,0.0,0.0,0.0,12.412753105163574,4.077244281768799,0.14637461304664612,-8.86001968383789,14.94778823852539,0.2377994805574417,-9.0,15.0,13.188478343162712
20856.0,1.7987756729125977,0.0,0.0,0.0,-9.447242736816406,9.02120590209961,-0.0412566103041172,-8.859139442443848,14.955477714538574,-0.12195568531751633,-9.0,15.0,13.185907141140532
20859.0,1.7987756729125977,0.0,0.0,0.0,-3.002981424331665,-12.721325874328613,-0.022655367851257324,-8.86571979522705,14.96276569366455,0.26777908205986023,-9.0,15.0,13.194151344501638
20859.0,1.7987756729125977,0.0,0.0,0.0,-2.6702704429626465,-12.791600227355957,0.14424297213554382,-8.861565589904785,14.948625564575195,0.29775866866111755,-9.0,15.0,13.19056363248524
20860.0,1.7987756729125977,0.0,0.0,0.0,12.58741283416748,3.5480546951293945,-0.08285351097583771,-8.869648933410645,14.955509185791016,-0.33181285858154297,-9.0,15.0,13.201032095715286
20867.0,1.7987756729125977,0.0,0.0,0.0,-2.770176649093628,-12.770537376403809,0.1477433294057846,-8.863551139831543,14.964371681213379,0.41767701506614685,-9.0,15.0,13.19075800890311
20868.0,1.7987756729125977,0.0,0.0,0.0,12.490011215209961,3.837855100631714,0.11605895310640335,-8.865196228027344,14.985715866088867,0.4476566016674042,-9.0,15.0,13.18958328388467
20874.0,1.7987756729125977,0.0,0.0,0.0,-3.198939085006714,-12.680974960327148,-0.08902062475681305,-8.86850643157959,14.94388484954834,-0.2718536853790283,-9.0,15.0,13.20136108353146
20874.0,1.7987756729125977,0.0,0.0,0.0,-2.946068048477173,-12.733968734741211,0.052072301506996155,-8.867920875549316,14.985679626464844,-0.2418740838766098,-9.0,15.0,13.19351627643391
20875.0,1.7987756729125977,0.0,0.0,0.0,12.549266815185547,3.5885863304138184,0.10082997381687164,-8.861473083496094,15.039271354675293,0.3277382552623749,-9.0,15.0,13.175645942343817
20875.0,1.7987756729125977,0.0,0.0,0.0,12.436837196350098,4.0031232833862305,0.11601569503545761,-8.861801147460938,14.963041305541992,0.3577178418636322,-9.0,15.0,13.188461494649042
20878.0,1.7987756729125977,0.0,0.0,0.0,-3.1838722229003906,-12.641497611999512,-0.016798414289951324,-8.845423698425293,14.99371337890625,-0.032016903162002563,-9.0,15.0,13.159791057588931
20878.0,1.7987756729125977,0.0,0.0,0.0,-2.8136630058288574,-12.76211166381836,0.04460728168487549,-8.861870765686035,14.94388484954834,-0.002037307247519493,-9.0,15.0,13.191807454712013
20881.0,1.7987756729125977,0.0,0.0,0.0,-9.487866401672363,8.97026252746582,0.07520802319049835,-8.858580589294434,14.984108924865723,0.3277382552623749,-9.0,15.0,13.180318974425216
20883.0,1.7987756729125977,0.0,0.0,0.0,-3.0196423530578613,-12.68723201751709,0.12639418244361877,-8.851435661315918,15.014508247375488,0.08790148049592972,-9.0,15.0,13.165093437599232
20885.0,1.7987756729125977,0.0,0.0,0.0,12.538725852966309,3.7015867233276367,-0.050789475440979004,-8.865456581115723,14.944567680358887,0.14786067605018616,-9.0,15.0,13.19685524594172
20885.0,1.7987756729125977,0.0,0.0,0.0,12.43781566619873,4.001250267028809,0.09292200207710266,-8.860166549682617,14.947046279907227,0.17784027755260468,-9.0,15.0,13.1888158150814
20890.0,1.7987756729125977,0.0,0.0,0.0,-2.79105281829834,-12.758441925048828,0.1576831191778183,-8.86001968383789,14.977696418762207,0.41767701506614685,-9.0,15.0,13.183452391820284
20895.0,1.7987756729125977,0.0,0.0,0.0,12.570639610290527,3.5658864974975586,0.045061495155096054,-8.875887870788574,15.08255672454834,-0.002037307247519493,-9.0,15.0,13.18984918325934
20895.0,1.7987756729125977,0.0,0.0,0.0,12.420963287353516,4.054531097412109,0.13108497858047485,-8.861019134521484,14.951950073242188,0.027942288666963577,-9.0,15.0,13.189205845791726
20905.0,1.7987756729125977,0.0,0.0,0.0,12.850509643554688,2.4026846885681152,-0.045091480016708374,-8.907583236694336,15.40304183959961,-0.33181285858154297,-9.0,15.5,13.19636665140193
20905.0,1.7987756729125977,0.0,0.0,0.0,12.793561935424805,2.662829637527466,0.1344270557165146,-8.906182289123535,15.439120292663574,-0.30183327198028564,-9.0,15.5,13.190962341448596
20906.0,1.7987756729125977,0.0,0.0,0.0,12.843057632446289,2.4400417804718018,0.00920494832098484,-8.905963897705078,15.383221626281738,0.0579218864440918,-9.0,15.5,13.195966064095549
20906.0,1.7987756729125977,0.0,0.0,0.0,12.773982048034668,2.7462244033813477,0.06646355986595154,-8.901464462280273,15.386938095092773,0.08790148049592972,-9.0,15.5,13.189085038013
20907.0,1.7987756729125977,0.0,0.0,0.0,12.883039474487305,2.0857162475585938,-0.039400503039360046,-8.898778915405273,15.510791778564453,0.5076158046722412,-9.0,15.5,13.17416062440906
20907.0,1.7987756729125977,0.0,0.0,0.0,12.792720794677734,2.4139411449432373,0.08515628427267075,-8.875946044921875,15.497714042663574,0.5375953912734985,-9.0,15.5,13.142161448462742
20910.0,1.7987756729125977,0.0,0.0,0.0,-4.802534103393555,-12.136524200439453,0.04126615449786186,-8.904546737670898,15.608561515808105,-0.21189448237419128,-9.0,15.5,13.175551375445824
20910.0,1.7987756729125977,0.0,0.0,0.0,-4.2816996574401855,-12.25206470489502,0.08987471461296082,-8.846933364868164,15.467193603515625,-0.18191488087177277,-9.0,15.5,13.10273366207704
20911.0,1.7987756729125977,0.0,0.0,0.0,-4.242961406707764,-12.359490394592285,0.0434516966342926,-8.907398223876953,15.461509704589844,0.5975545644760132,-9.0,15.5,13.19072854716045
20913.0,1.7987756729125977,0.0,0.0,0.0,-8.246376991271973,10.108160972595215,0.028518889099359512,-8.899174690246582,15.594965934753418,-0.21189448237419128,-9.0,15.5,13.168646266258925
20913.0,1.7987756729125977,0.0,0.0,0.0,-8.693278312683105,9.727044105529785,0.06818081438541412,-8.889256477355957,15.411300659179688,-0.18191488087177277,-9.0,15.5,13.16905731617472
20916.0,1.7987756729125977,0.0,0.0,0.0,12.844731330871582,2.42008376121521,0.005924566648900509,-8.907572746276855,15.428753852844238,0.4776361882686615,-9.0,15.5,13.19391984744415
20916.0,1.7987756729125977,0.0,0.0,0.0,12.769890785217285,2.7582616806030273,0.15067580342292786,-8.902027130126953,15.410235404968262,0.5076158046722412,-9.0,15.5,13.187634951004952
20918.0,1.7987756729125977,0.0,0.0,0.0,-4.474194049835205,-12.233616828918457,-0.008564027957618237,-8.87994384765625,15.47624397277832,0.4476566016674042,-9.0,15.5,13.14972937454123
20918.0,1.7987756729125977,0.0,0.0,0.0,-4.112048149108887,-12.404006958007812,0.05213822051882744,-8.905033111572266,15.420047760009766,0.4776361882686615,-9.0,15.5,13.191054683176636
20921.0,1.7987756729125977,0.0,0.0,0.0,12.832375526428223,2.0540149211883545,-0.04056215286254883,-8.858952522277832,15.47309684753418,-0.30183327198028564,-9.0,15.5,13.119620128851412
20921.0,1.7987756729125977,0.0,0.0,0.0,12.877115249633789,2.2094178199768066,0.0951087698340416,-8.912576675415039,15.587861061096191,-0.2718536853790283,-9.0,15.5,13.188526068449406
20923.0,1.7987756729125977,0.0,0.0,0.0,-4.529317855834961,-12.187834739685059,0.06721492111682892,-8.867562294006348,15.548874855041504,0.4776361882686615,-9.0,15.5,13.126066991033202
20923.0,1.7987756729125977,0.0,0.0,0.0,-4.1217122077941895,-12.341146469116211,0.16680559515953064,-8.869267463684082,15.467924118041992,0.5076158046722412,-9.0,15.5,13.134991439523219
20924.0,1.7987756729125977,0.0,0.0,0.0,-8.314508438110352,10.038142204284668,-0.08320982754230499,-8.882475852966309,15.425358772277832,-0.33181285858154297,-9.0,15.5,13.157923150307946
20924.0,1.7987756729125977,0.0,0.0,0.0,-8.577678680419922,9.841020584106445,-0.004398870747536421,-8.895806312561035,15.417634963989258,-0.30183327198028564,-9.0,15.5,13.17793043326309
20927.0,1.7987756729125977,0.0,0.0,0.0,-4.547666549682617,-12.263033866882324,-0.08735620975494385,-8.912116050720215,15.410234451293945,0.3277382552623749,-9.0,15.5,13.202229675995637
20927.0,1.7987756729125977,0.0,0.0,0.0,-4.298216819763184,-12.262853622436523,0.13294260203838348,-8.85784912109375,15.470724105834961,0.3577178418636322,-9.0,15.5,13.118225538248462
20928.0,1.7987756729125977,0.0,0.0,0.0,-8.192679405212402,10.065899848937988,-0.02517126314342022,-8.84887981414795,15.502523422241211,-0.15193527936935425,-9.0,15.5,13.10259253240853
20928.0,1.7987756729125977,0.0,0.0,0.0,-8.547542572021484,9.823077201843262,-0.011341899633407593,-8.8734769821167,15.42520523071289,-0.12195568531751633,-9.0,15.5,13.144920064495196
20929.0,1.7987756729125977,0.0,0.0,0.0,12.871086120605469,2.2773852348327637,-0.033312320709228516,-8.909966468811035,15.464356422424316,-0.5416699647903442,-9.0,15.5,13.194200747843915
20939.0,1.7987756729125977,0.0,0.0,0.0,-4.416203022003174,-12.275398254394531,-0.0421602688729763,-8.889517784118652,15.415364265441895,-0.33181285858154297,-9.0,15.5,13.16904906054157
20939.0,1.7987756729125977,0.0,0.0,0.0,-4.125785827636719,-12.389317512512207,0.051853444427251816,-8.898407936096191,15.41933536529541,-0.30183327198028564,-9.0,15.5,13.181536162133881
20940.0,1.7987756729125977,0.0,0.0,0.0,-8.491116523742676,9.926487922668457,-0.0438300222158432,-8.899662971496582,15.392102241516113,0.11788107454776764,-9.0,15.5,13.185970497926318
20940.0,1.7987756729125977,0.0,0.0,0.0,-8.722249984741211,9.711986541748047,0.06569626927375793,-8.89371109008789,15.394765853881836,0.14786067605018616,-9.0,15.5,13.177098452392269
20944.0,1.7987756729125977,0.0,0.0,0.0,-4.391871452331543,-12.196916580200195,0.05665461719036102,-8.837252616882324,15.478693008422852,0.11788107454776764,-9.0,15.5,13.08773848708921
20944.0,1.7987756729125977,0.0,0.0,0.0,-4.000070571899414,-12.431699752807617,0.07206027954816818,-8.897006034851074,15.38640022277832,0.14786067605018616,-9.0,15.5,13.18269029926678
20947.0,1.7987756729125977,0.0,0.0,0.0,-8.1947603225708,10.071261405944824,0.03386584669351578,-8.85608196258545,15.568873405456543,0.26777908205986023,-9.0,15.5,13.108012741292791
20947.0,1.7987756729125977,0.0,0.0,0.0,-8.493315696716309,9.811339378356934,0.14912953972816467,-8.848424911499023,15.515091896057129,0.29775866866111755,-9.0,15.5,13.100930887373535
